dmw	3 Early M	0 Mid M	7 Expanding M	1 Late M	10 Senescent M	5 Early E	13 Expanding E	4 Abaxial E	6 Adaxial E	8 Senescent E	14 Guard cell	2 Vasculature	11 PPP	9 Phloem	16 Myrosinase	12 S phase	15 G2M phase
dmw=14609	0.014248425496118045	-0.004336819856748719	0.0031270515784705966	0.018729275990921446	0.010607943658479058	-0.04292232953156494	0.04384674621539042	0.011123298913247814	0.05694432159849416	-0.058131379577206155	0.05513781243706817	0.01908211947995453	-0.03251067752084902	-0.23313665508180148	-0.15562595616479113	-0.16158483440694815	0.051004333684372405
dmw=14615	-0.028561117072664066	0.0255658094076589	-0.08832063758139441	0.0655100414185697	-0.08735836884185666	0.059844065332367635	-0.10108206698885958	-0.09836525765288356	-0.09876412214287772	-0.022553752119494563	0.117184537153669	-0.0356501043127721	0.11657658141303417	0.09556737795833714	0.18832389353982315	0.03077424893591174	-0.08559838920562879
dmw=14616	-0.0026997364775267485	-0.005894176570287096	-7.065053194199589e-06	-0.005635426965471341	-0.042243308228264886	0.15331586949229523	0.012504754496430154	-0.04948244856086084	-0.0626931395328519	-0.05927058083892148	-0.05126697628528892	0.035536159989824734	0.09672936672717447	0.10473184935443752	0.16313651379854857	0.049274129360314334	-0.07603597017197783
dmw=14618	0.0359473667002389	-0.12043481692797259	0.18898565842043358	-0.09304932254527326	0.06936378604894816	0.26387559121730164	-0.14330384514035838	-0.21857499824839055	-0.3339836065871906	-0.3292398666451732	0.2715000221405346	0.25321872586304073	0.43355913663069834	0.44214600564068096	0.47369930828078066	-0.13599872297814564	0.33395750411146896
dmw=14621	-0.07917912111560388	-0.11153198455614355	-0.21662610712863245	-0.053126747342784164	0.012248927332535353	0.17839090721530415	0.0937689694761259	0.13353997631144288	0.2569345920182381	0.12496296031570242	0.19414562770949884	0.08461499814974327	0.11719687199733231	0.13007739126738727	0.3061595870586427	-0.013130021645164636	0.20018306517485351
dmw=14633	0.2042366854094806	0.08530922803462027	0.11722347677549838	0.0523642247061652	0.05797281175948843	-0.0898888719916584	-0.2801203098053509	-0.37711241361861614	-0.15799492409168547	-0.08275371271690196	-0.4800687329337669	0.02867749849376766	0.07191844477847198	0.24964057370559262	0.31328293336349167	0.20570556711324262	0.11598137590192759
dmw=14634	0.1160096511679618	0.10363357503083648	0.07595270738724769	-0.04456173661671803	0.1671603764539611	0.16251880349222214	-0.35031122918304974	-0.19804638713517142	-0.1705382445349749	-0.12207398147357451	-0.02684023173812955	-0.04306451359909069	0.27333705393868424	0.20758812269479848	0.35296846842070473	0.011029119933864906	0.2892856020645499
dmw=14643	0.002637431143568847	0.07538260301587585	0.10020375132823667	0.05746927280676761	-0.04111568446515168	-0.12434616370483609	-0.062095607342917636	0.010126633925341855	-0.10739385842706939	-0.15070882526298524	-0.06080926045961543	-0.07857131480460622	-0.00029590590534722683	-0.11804456035691191	-0.4120157350320156	0.007693289834147854	0.008660307019165203
dmw=14653	0.03604401910850297	0.04830181598745076	-0.06247294620844951	0.09168903957534297	-0.09920684416194775	-0.05438762973846367	-0.339060470935252	-0.08719129453454644	-0.13134942946181694	-0.13101674919889372	-0.15865333710964796	-0.022038482278395333	0.07068005182418002	0.22972246553406644	0.2880454524931309	0.07341823899051059	0.06723105263563922
dmw=14655	0.0607896346777248	0.12761007899790844	0.15074823507472046	0.018721397923349703	0.0313274497069459	-0.0790339457490643	-0.12225019673028881	-0.19942232874068427	-0.3218623329561532	-0.23811947930698707	-0.5629446680473638	0.031121463110707848	0.3583017801231595	0.31292529580000394	0.18742014438992238	0.3214930127378318	0.2668059932728468
dmw=14665	0.15707703434804043	0.035710196942744965	-0.13211454698597658	0.05960929627893968	0.041090510854524975	0.0928444432009799	-0.2541317353944502	-0.12233460947216473	-0.2142558317257008	-0.05387190468079833	0.3221239575710154	-0.025088919712619118	0.29995997086289305	0.12695110524319358	0.02037174993710872	0.181669228540289	0.2548043531072878
dmw=14666	-0.10214173331217813	-0.0791268905921145	-0.08761920836202036	-0.08124128850454125	-0.044029246971064986	0.12145968692418627	0.1412292620713729	0.12864816678310687	0.13093681050641476	0.17336294567020902	-0.0452837049188044	0.009681988081951948	0.15951400774758823	0.184210430711455	-0.03701180374128919	0.005547209252254298	-0.01358826487733325
dmw=14667	0.22466599091443873	-0.008466178009242264	-0.22263711253805196	-0.04468179755026819	-0.024766636516625723	0.4061025364452862	-0.034595829865536665	-0.1506940885126728	0.0696381059778583	-0.053828609309229	-0.08742383438503382	-0.07900399812620135	0.10194266539266844	0.35811639168938175	0.4860149600448209	-0.12581750421836962	0.4447269522709178
dmw=14668	-0.002228055635426829	0.019394737713494703	0.012617936796486262	0.048549806106765236	0.03966690183300353	-0.08460589244007632	-0.02486785908002148	-0.11329503719244427	-0.0090555184532089	-0.051665940265412214	-0.2094237337538043	-0.04187016851850256	-0.009490491650912092	0.25512853481480036	0.04636549586811961	0.07962984024219089	-0.17903785035594877
dmw=14670	0.0889455271264965	0.10843968080923383	-0.15072317529494494	0.06444438653701584	-0.16522948398389792	0.06165476320669261	-0.23721837116000474	-0.1892081702395521	-0.10004108594878902	-0.09543174445707747	-0.001111460632214012	-0.08226547757430719	-0.09949996822958118	0.21765081817831744	-0.13120915327026536	0.33371453330375406	0.2286275928726994
dmw=14678	0.05984781410876605	0.08921147012084041	0.05046381794967025	0.02878068859307381	-0.4532384353365341	0.08367007718692177	-0.08041881064278711	-0.1497692135046017	-0.07113175151235762	-0.05819731581387666	-0.06203526913575386	-0.029073486587252395	-0.05240378014690095	-0.0011954318602348524	-0.13729654969542127	0.05311073222435658	-0.051217963503175756
dmw=14686	-0.004377535077414068	-0.005773336680674966	-0.004887244304870418	0.0004173327115888914	0.0018495661235993343	-0.011438173243239461	-0.0014614541727112351	0.0025109253820568816	-0.008007418575403697	-0.008628000977672485	0.416233837303724	-0.004443294799338912	0.024571467234404218	-0.005327078983591725	-0.005466025224858724	0.0066849220536079005	-0.013381637509462809
dmw=14702	0.12306943589236341	0.06268155644809426	0.058325860092832804	0.09210701679195332	0.16848760907626914	-0.016498674578216743	-0.1821893734675376	-0.35974113098732363	-0.25910081469388824	-0.12306999424701537	0.1493307171634256	0.06424944683077305	0.19876926934573225	0.05050364277063413	0.0916484532037255	-0.024339758233209663	-0.02749061069843195
dmw=14703	0.11852312270886323	0.15012771983919493	0.07808734806117135	0.17726010887837285	0.024661822481989892	-0.16584407953995794	-0.3275837514996449	-0.25641892254351695	-0.2617260549669641	-0.11623866348177558	-0.04782557877398208	0.003398480877967347	-0.21416656617988283	-0.043145371679027544	-0.08547407420870334	0.14287924351058612	-0.18189351766183304
dmw=14719	0.09295010577049467	0.059882840022418726	0.04760623878974379	0.06814699459530305	-0.09596609225708053	-0.1120203935402233	-0.11896771553455976	-0.11823367812472796	-0.19787487070431042	-0.11979535759156656	-0.25653912622620223	0.011901879598842369	0.07350734178722707	0.1640586216567358	-0.28578585118633315	0.11851297353273471	0.09947865396294475
dmw=14729	0.04665390646533052	0.10209817150015488	0.018677819974480703	0.061340685258202465	-0.04135237289161198	0.03453662963954307	-0.1544041718754326	-0.25804159576657854	-0.2702917908882446	-0.22931132907212137	0.08178131754763518	0.06084094745808877	-0.018523440558623427	-0.08634291580144349	0.19666169729364624	0.21743745262752234	0.17295277714901525
dmw=14733	-0.05966815477382886	-0.20960736622781112	0.08261820198321795	-0.25269174140619033	-0.03719899981385755	0.18331397665317056	0.36061322418441305	0.257938019653516	0.2867061895298826	0.1959034146226475	0.21137482978897187	0.21404213314264658	0.1201660034770679	0.1599249214526049	0.20559630823710334	-0.09204141303588853	0.1397515079164101
dmw=14734	-0.04394334945759182	-0.1367664008309926	0.07194353657032904	-0.20325456928031993	0.058139261335663994	0.2625057066043252	0.11695310156860234	0.18221527651522812	0.15992924323257857	0.08252420707633845	0.18213029400208147	0.1266011858888979	0.023620371690138697	0.32813813500740274	-0.04257581100692742	0.027769480692064252	0.24489616848125328
dmw=14778	0.0033020485616684914	-0.01060879535055792	0.025611650137167707	-0.013442252588715231	0.02724415357905008	0.03051780700220741	0.08614422228432483	0.03289881354659696	0.023012923842465782	0.002386740165266965	0.0628863573143783	0.04959030120791097	-0.024490976238456863	-0.08544019413094739	0.049004676021556004	-0.3488201943739937	0.05820778351346423
dmw=14779	-0.2256321602577727	0.006170389919255614	-0.022573656415537546	-0.029179723188252904	0.16675493538096225	0.06955721557245514	0.1027053931791575	0.06574404536152828	0.18392801806033926	0.2394356483195897	-0.3595661117167634	0.012091275396438339	-0.24200538423578233	0.07946141678201785	-0.058701204034541266	-0.25451418866937237	0.05038281668469524
dmw=14783	0.1351720302285675	0.0839300538613249	0.1852597170102115	0.06847571122744406	-0.1409860384951045	-0.052036495846972675	-0.1683858697330517	-0.14325438423903175	-0.24784921891307504	-0.22817214590095686	-0.1590317047750881	-0.134132068497397	0.09579190261464565	0.02696138635794526	0.3984302271968263	0.007348674491434171	-0.0019056501694010297
dmw=14792	-0.024247155813129834	-0.010838733911883253	-0.06360833026856019	-0.017249080192627553	-0.05843698597466343	0.010075454430028441	-0.09565852900321845	0.02285028637106254	-0.06418521757685602	-0.07476748272077717	0.061133568364998864	0.04793173882592197	0.140122432231521	0.2385501765729991	0.27867441835720774	0.1016237521727304	0.2458526891272294
dmw=14793	0.08387662890911496	0.08620166023177267	0.018882002314652535	0.06637561097490174	0.00594049033675903	-0.08755416776401181	-0.24756732411945348	-0.16700225865881335	-0.19197365681075862	-0.20019044666175256	-0.33881817695736216	0.018396762363125263	0.0709801462670131	0.10882170465629282	0.23936665467564333	0.030849966508022075	0.14286270722086092
dmw=14797	0.008800346985310625	0.03234767667768823	0.013441995645146365	0.03602019925515365	-0.011018026719951446	-0.01966940585866539	-0.2214820549124189	-0.0744154154895652	0.011539387255742772	-0.024317635560373696	0.04969737125362461	-0.06052345537737336	-0.09765963134047773	0.06905151217228311	0.20668145008873529	-0.05982765406300594	0.06526480206232477
dmw=14805	0.03139719721099732	0.03840741233346534	0.05260524008449485	0.043784244632617875	0.06158690414096968	-0.02139068585152104	0.06047832570553624	-0.14604944969660982	-0.10405818587532512	-0.34043529000385986	0.13366609092600978	-0.008963538097715107	-0.002808265733739601	0.10908151454457615	0.144245260444667	0.015423381177056883	0.016312733843900307
dmw=14807	0.04015178993149715	0.029452687430109536	0.01380222958917876	0.007129055635306969	-0.03979370208532096	0.019212092911781165	-0.000533139774963276	0.005147503748792359	0.0495268953553466	0.05615431633005996	0.03980109671171339	-0.1479996729745322	0.05533680399292851	-0.019949236390500058	-0.12818585820812012	-0.24589462016968044	-0.004894057638520466
dmw=14829	-0.04460851935037429	-0.00917461603528294	-0.017534495883242206	0.02076450188836014	0.02153973068374796	0.04375958218070573	-0.0551785191872466	-0.02363041513825418	-0.054450338084938175	-0.07223859304764328	0.11376148296988915	0.004691085617874291	-0.02450594301473963	0.03964204803984688	0.10407662273742027	0.022371983053218816	0.028150368425766945
dmw=14838	0.06530537108968082	0.013653302720336713	-0.05628908479347061	0.009221695612037895	0.04216585079133539	0.015575478878666948	0.03262491905031195	-0.04589205658048112	0.08760416534130033	-0.11693582263567392	0.08816691130301224	0.02201350478432862	0.011126870736397176	-0.8159738527356887	-0.8198295058554936	-0.5239640436078816	0.08177165031514044
dmw=14856	0.023389685562710344	-0.012872619054385664	-0.005599392741253227	-0.0023806564741034666	0.026521566137347026	0.12515834807759507	-0.052035893597704365	-0.030189532803917986	-0.03281415157038288	-0.015039648328239362	0.12550282116203026	-0.0048161934131437725	-0.016745956965383023	0.08409175851736377	0.026308075363834914	0.09140066060854292	0.02587410376975835
dmw=14874	0.10361993218162158	0.09813573515092411	-0.09876929753542796	0.04050127645988255	-0.036877559480530286	0.06260674284910484	-0.270223660089503	-0.14508284094644186	-0.27944500476031486	-0.2843285276312509	0.18758153046021642	0.0679736469353347	0.01343382498389345	0.27161254920095174	0.3343248391113894	0.09565108306963233	0.20142769776899216
dmw=14884	0.08230080812984653	0.028823615427449156	-0.28218834857066494	0.0028347422610252027	-0.10288140812988222	0.08774032333276804	-0.13036734613683826	-0.007408358207213972	0.06273960430236447	-0.059843871452189945	-0.01194803202681538	0.017896984039455166	0.1029992710143316	0.11479294984957916	0.0902754386770459	0.07716294283820668	0.07445374428431539
dmw=14900	0.02925526167504411	0.014729856470407698	-0.37013841035105394	0.03567109364357035	0.007395597435032153	0.0223138186746924	0.047496224304723555	0.03312586853344057	-0.0053980014549014355	0.061282894431966994	0.09113398369443426	-0.04512875173519104	-0.020270141527413688	0.06582872358318159	0.38802193430953735	0.12443509966902555	0.09726696976364768
dmw=14902	0.1957174148475277	0.174904386212543	-0.020293972115042025	0.07681718926908077	-0.1388147306393609	-0.009004236008216981	-0.6074173142055326	-0.3095911885557456	-0.18250229299177478	-0.29347548662028117	-0.27858879253976865	0.03659451132743752	0.19843608956603787	0.09109018506224764	0.23874604418941425	0.10990863237319481	-0.12578243532402145
dmw=14917	0.01618009843571311	0.04251838061168722	-0.08679645273590048	0.04269782189833771	-0.016799033443087252	-0.07291740972748428	-0.09122168333622499	-0.09094613322509154	-0.03199026448118136	-0.1572561132792744	0.07777211815469709	-0.009901851613238644	0.03689008733653287	0.053389301296134284	-0.035496416075180504	0.02807448071583868	0.01780359233478157
dmw=14919	0.10422657964334114	0.12019965659646958	-0.026285165073463346	0.1242593597910247	-0.05878833194991029	0.008289960660121443	-0.4312510984091915	-0.3237971330592061	-0.26551426471496214	-0.28366004964136965	-0.15921034616445884	0.03202460470083324	-0.062013334001329634	0.2620095200623402	0.21306507739857666	0.02919456780943086	0.06004156956473794
dmw=14932	-0.06959627949751274	-0.08523381165341515	0.014489975896392338	-0.08024340252801665	0.021390420958699863	-0.005874303830014194	0.08734248932177624	0.14410710279322497	0.11794011873226667	-0.014322007676171533	0.05370189068012371	0.0164849971338491	0.17721509038636124	0.10143323431859741	0.2818900666046339	-0.012124412730237566	-0.05879899112797554
dmw=14940	0.15414462594526745	0.041559626322527854	-0.08858179625924062	0.0346777503011485	0.002448832876843332	-0.10466168456788988	-0.22175019060352824	-0.13870855164777124	-0.11511219953194429	-0.16408913845604764	0.08791652237373698	-0.018312409381854244	0.04459955239480834	0.3244468568157423	0.46023636642847404	0.010545364852468098	0.10901619625851589
dmw=14954	0.07285150066305568	0.03976088913428927	-0.15335445638270556	0.005717199655359745	-0.06582925041411941	0.06856827626198014	-0.19634633724847655	-0.10468288375491572	-0.08785947904473976	-0.10731912076859326	0.1077175084849119	0.09095851933033644	0.051182817314726514	0.17809529306299432	0.3752534858823011	-0.026379357946302584	0.08532536060827761
dmw=14958	0.043366601540407265	-0.014952220741170155	0.046359307829442864	-0.032115711714549036	0.03000168841072412	0.18172160290428013	-0.08399628566392155	-0.07731251202769916	-0.04453791446675317	-0.053321309286911395	-0.0899768022548498	0.043811307306317424	-0.035844164481875336	0.09233165442871544	0.05567687743427458	-0.06147765587759295	0.3020265608505418
dmw=14972	0.07451685740018626	-0.122110341604659	0.05490910137074584	-0.06867063197350545	-0.09957576614610125	0.17553654424590737	-0.10554149198258336	0.07130388805983867	0.013905697077571166	0.0365180216654829	0.22503229079522208	0.08039520411593604	0.006327184395926999	0.03154036109875116	0.5525062505570515	-0.06385812180369263	0.07043368266654576
dmw=14973	-0.015796789567215863	-0.08771461714170975	0.025216761442954816	-0.04564598002763787	-0.012942398217837187	0.007557122854272791	0.08799295068821383	0.09678396284038437	0.08086608319853938	0.1077295759514118	0.16698559634596094	0.037663403686821084	0.008428872208369798	0.10389670540323909	0.1756923853395416	0.004698515687318383	0.05877044737079801
dmw=14982	0.01115349790994169	0.10184935282146401	-0.025614704947781064	0.07230271616233808	-0.22499212796462686	-0.10090692108574995	-0.348992789602534	-0.09690355845059506	-0.1381507305247308	-0.05365892206293188	-0.08674064203838594	-0.04580599436954036	0.10438930659160839	0.07323735500027462	0.2626375712591762	0.14349896306421817	-0.873870958401169
dmw=14993	0.07558871138858048	0.04575781409996915	0.01337357124125127	0.03797498704042768	0.02417745898917656	-0.08343969608735957	-0.2037799501409403	-0.10728017198995854	-0.09636895491639197	-0.06338630533040823	-0.20195381537682644	-0.005252132131420284	-0.021855018251173752	0.20311810938166286	0.07670893996268979	0.09722472190099185	0.02134744963698776
dmw=15018	-0.0721284329731702	-0.12795190895384295	-0.16079476237613244	-0.09524768447754986	0.18430840727545672	-0.04613800902273074	-0.006737588371420494	0.19545152129299248	0.19157822000595578	0.060183834777327666	0.3126730146294167	0.06011403690326356	0.09953341182467315	0.13397085377238202	0.34686031914038096	-0.1269238126799188	0.17969611647013078
dmw=15021	0.10584613887736105	0.15600269204320372	0.04047721415626737	0.07027992796789595	-0.026645516796314883	0.06418436656145332	-0.45591850279153023	-0.2949280941122223	-0.22025691486287674	-0.09580796189982077	-0.12102374938222382	0.014974043053322617	0.10604865349158188	0.1924847452290982	0.4539285074943957	0.08839916374250167	0.2989498737821805
dmw=15022	0.032799448039635304	0.07887841984399568	-0.04016613816916925	0.035018877767231005	-0.10502136372253723	0.0625181728513522	-0.03504743684499456	-0.20998160045498238	-0.006510149971567625	-0.05546883601030539	-0.3106227520277177	0.0175501289249691	-0.030250349646236296	-0.11519570964394421	-0.15152957420208135	0.07998261648556604	0.10965295159627819
dmw=15026	0.031000525122405975	0.011309665899611354	-0.18698174413365778	-0.12208286225750711	-0.014091709147011966	0.23036195951164973	-0.11152190219494235	0.05144653903510349	-0.03686354282369614	-0.05947419511016039	0.3120045109973134	0.11113480269567194	0.5796033362007493	0.34470531843387625	0.4538930386496976	-0.23034759603181693	0.251053080100358
dmw=15027	0.033401559444160234	0.07977697092947789	-0.06914670310797805	0.03165167159536153	-0.021387160393923077	-0.024161156724946342	-0.04770912321928278	-0.06369790645704415	-0.08540081348592332	-0.004596264060747757	-0.40685253783022557	-0.0422629392429128	-0.05087858846254628	-0.10555559687030908	-0.1486920808126827	0.06397268489352592	-0.11689129079534066
dmw=15028	0.04175506560072462	0.04709654893162474	-0.01457963719291333	0.0820479823213881	0.15894568341211013	-0.1450211187929672	-0.1375671826109296	-0.08372660189927672	-0.09361128485072756	-0.15321648900253815	0.0075219082549222716	-0.010335400907097503	-0.061965563439441484	0.023176502139640065	-0.095975522287154	-0.10753946138316728	-0.16910881803520839
dmw=15033	0.039308754780951305	-0.16812887015983963	-0.11608695937624353	-0.23119041025284487	0.08522523353291495	0.3652545448629321	0.30019554564471684	0.16070663322351797	0.24292450364230894	0.20555757563852928	-0.5511970285578489	0.13561629446211665	0.1850293688170278	0.07612529876139679	0.31586654906762096	0.38363048188414467	0.3830883384504947
dmw=15038	0.05647364284492695	0.07093636089234912	0.006942977583680787	0.07576057841374728	-0.03527519143326674	0.021315915339018665	-0.1352758483250549	-0.1395110033041307	-0.35364436224013207	-0.314668583209837	0.18169058420104933	0.10302358008337209	0.1763345630019495	0.18840796493742884	0.05761298247441582	0.019388676242879876	0.11977458698968602
