item,cluster,raw_fraction,residual,z_score,coverage
dmw=10371,7,0.16666666666666666,-0.12119356108144116,-1.500304231223574,270
dmw=10372,13,0.21311475409836064,-0.3888488623589189,-1.668839049195369,61
dmw=10372,6,0.2679425837320574,-0.30879198045837514,-1.3217173767306516,209
dmw=10372,8,0.3,-0.2961387252083754,-1.266853647089527,40
dmw=10372,4,0.28735632183908044,-0.2870477773584441,-1.2274358612971947,261
dmw=10396,0,0.1079136690647482,-0.2772798938021372,-1.5049921693320147,278
dmw=10396,1,0.10843373493975904,-0.23919093499608696,-1.3665681327728212,249
dmw=10396,3,0.27941176470588236,-0.15850561353394316,-1.0733391173844569,68
dmw=10396,10,0.19047619047619047,-0.1543890400532747,-1.0583785425656949,21
dmw=10396,7,0.265625,-0.14232535876253438,-1.0145363501725901,64
dmw=10409,7,0.010526315789473684,-0.07667307441768753,-1.3543888158606516,475
dmw=10409,10,0.0,-0.06801665098381499,-1.255562339549651,74
dmw=10409,0,0.012027491408934709,-0.06789234931570379,-1.2541432435508415,1164
dmw=10409,3,0.04093567251461988,-0.05654871644125882,-1.1246381108466863,342
dmw=10409,1,0.012468827930174564,-0.05632466946851471,-1.1220802677589965,1203
dmw=10417,6,0.21639344262295082,-0.17314120704623662,-1.5244250775163486,305
dmw=10417,13,0.25806451612903225,-0.15653145608588226,-1.388354988083751,62
dmw=10417,4,0.24109014675052412,-0.14617836958919647,-1.3035406275993597,477
dmw=10417,7,0.2692307692307692,-0.13990102147500705,-1.2521154544383601,286
dmw=10422,13,0.01639344262295082,-0.3644082401303078,-2.1485474912663842,61
dmw=10422,6,0.1346153846153846,-0.22192360624035481,-1.2365581786003066,312
dmw=10422,4,0.13367609254498714,-0.22067729633715855,-1.228581028496789,389
dmw=10423,13,0.12751677852348994,-0.37513935993884195,-2.5381555398551403,149
dmw=10423,6,0.2874493927125506,-0.1891561286102144,-1.2446630554849218,494
dmw=10423,4,0.31166912850812406,-0.16255721413365543,-1.0596705928739156,677
dmw=10435,7,0.1864864864864865,-0.3695669222297574,-2.594724874727229,370
dmw=10435,10,0.32413793103448274,-0.16484330471736297,-1.3770104497446047,145
dmw=10435,0,0.42747603833865816,-0.10498911151345208,-1.020992344233712,1565
dmw=10436,7,0.4307692307692308,-0.20733633455039746,-2.971351009565141,650
dmw=10438,7,0.03409090909090909,-0.16402334079424186,-1.441199750211449,264
dmw=10438,11,0.0967741935483871,-0.09915648912605238,-1.0098187923185953,62
dmw=10440,7,0.09584295612009237,-0.18625857695117193,-1.8231072305283842,866
dmw=10487,1,0.7031443938767067,-0.06112862911842332,-1.6532528264514044,4834
dmw=10487,12,0.7130434782608696,-0.05742405891544433,-1.595751198276062,345
dmw=10487,3,0.7721063982746226,-0.053690778763154534,-1.5378039397739205,1391
dmw=10487,0,0.7404306220095693,-0.05176085060459268,-1.5078479650458647,5016
dmw=10505,1,0.04151838671411625,-0.11934372863283307,-1.367559006328023,1686
dmw=10505,3,0.12949640287769784,-0.08942733235256348,-1.1330508868571894,417
