DMW,Cluster,Raw_Fraction,Residual,Z_Score,Coverage
dmw=15018,0,0.15389369592089,-0.0547689578571178,-0.9107678656093683,1618
dmw=6439,0,0.5630853994490358,-0.05470646474396923,-1.0023642725412918,5445
dmw=19613,0,0.5178300455235205,-0.05409153049977289,-0.6070476479728795,2636
dmw=4513,0,0.3972481136262761,-0.053166385476167366,-1.1827663496506295,4506
dmw=6746,0,0.46094750320102434,-0.05311861986576222,-0.5782538139198248,7810
dmw=6136,0,0.6614363307181653,-0.052872713840501184,-0.9265768318098871,3314
dmw=13868,0,0.5291806020066889,-0.05262796654100288,-0.7254213327275246,11960
dmw=19581,0,0.5132848197664579,-0.05254501380418619,-0.5822360793618251,5909
dmw=1801,0,0.313838550247117,-0.05229531656498371,-1.0234549141838696,2428
dmw=20203,0,0.24648206990467544,-0.05208780047991454,-1.0653931075856062,2203
dmw=15083,0,0.31017119838872104,-0.051948066158268635,-1.4552675419305976,1986
dmw=145,0,0.13513513513513514,-0.051851025157659936,-0.9365348914820147,2220
dmw=2903,0,0.5566239316239316,-0.051699192588651965,-1.0462864743084674,936
dmw=6587,0,0.5761094981335545,-0.051674264604020914,-0.5253471381979696,2411
dmw=8721,0,0.31100963977676305,-0.05150241995364113,-0.7569349026534482,1971
dmw=20244,0,0.23354037267080746,-0.051467913152473954,-0.8698081306759743,805
dmw=22293,0,0.05792349726775956,-0.05131324999442639,-1.0801777963571246,915
dmw=18368,0,0.46554739419377406,-0.05106639350473047,-0.6882322527988396,2859
dmw=7770,0,0.23902439024390243,-0.05092309669337064,-0.8802151315685446,2255
dmw=2745,0,0.5819029850746269,-0.05087321041085835,-0.550456283356344,5360
dmw=19897,0,0.46954655218674535,-0.050861703684898396,-0.7493117701492532,3727
dmw=19911,0,0.4199143032034279,-0.05067600760263097,-1.004546989548344,4901
dmw=19781,0,0.46899801587301587,-0.05048660692871837,-0.837773387097822,4032
dmw=2771,0,0.5088899567515618,-0.050105733019973675,-0.9420962022007434,2081
dmw=6487,0,0.52869793374877,-0.050041949239866934,-0.9919433410064478,3049
dmw=20217,0,0.298876404494382,-0.04987834180872491,-1.0652878730655533,2225
dmw=6322,0,0.5089540617700493,-0.0498518285109405,-0.8964733855212914,3853
dmw=1917,0,0.651321892393321,-0.04975710469346761,-1.4509758927992902,8624
