dmw	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
dmw=9	0.02536009720172494	0.06038774764950683	-0.052612417178352966	0.0034334757575724684	-0.13091608515820796	-0.10204888215064234	0.012308731965757436	0.03537346425722643	-0.010393150824207109	-0.06278117749254664	0.004366527683525745	0.051011578113850375	0.07860348190953659	-0.20898797350972875	-0.9587595922583955	0.04238954829866659	0.10697318332539729
dmw=44	-0.0020340839231216545	0.05448484821707944	-0.00457606486758122	-0.02922550982890726	-0.08043730032982832	-0.1501329067393793	0.004580850703907791	0.035454909827967396	0.02083728845678845	0.1713616219734731	0.053145983909627104	0.026079880147251155	-0.058601569771676076	-0.10009582420182395	-0.12088325074382023	-0.715075617362097	0.10706047487474013
dmw=45	-0.0015486418003944347	0.014241358552959105	0.20971820849774292	-0.2728205689073487	-0.392729991887998	-0.40300866058755724	-0.419281342860105	-0.23735364437090206	-0.3761929747041202	0.6648734287897573	-0.31841391417603687	-0.3952412636135985	0.6458125743536932	-0.45099185171904804	-0.44955832980539895	-0.4424714047872031	-0.22677026233551018
dmw=48	0.009694362287328562	0.015235217037242954	-0.007590720002507267	0.018106132809376452	-0.012044024242047424	0.009651022660587705	0.01569841155914531	-0.040803865391462524	-0.0112211589268143	0.017004627087733648	-0.047089700963109604	0.018089875147886736	0.007254766919746691	-0.010282885434470757	0.036431499236347475	0.03745187661076954	-0.3333104651598211
dmw=49	-0.011799982588410862	-0.019261129233492214	0.047739130680130915	0.07968337240899614	-0.013906306708509897	0.08446521025497755	-0.13340490229194046	0.04048729279153307	0.09621799565807854	-0.5839064689293957	0.11612043800686578	0.24835672297524358	0.1773317290857751	0.07772313897087424	0.20911411612933284	0.21389737539645926	-0.07593063632137509
dmw=50	0.0014424925942215358	0.006479610396413642	-0.0037571629352139042	-0.003926034535529459	-0.004372260113740725	-0.004011454785164963	-0.0042891792347916425	-0.003602805389122515	-0.0044118562240394975	-0.0018047344540491428	-0.0027794811745490825	-0.0038841071917704965	-0.0024509149443383595	-0.0048771690024585704	-0.004849141715264684	-0.004712677748758392	-0.0017467048099016843
dmw=81	0.06304539180121949	0.14381153738168106	-0.017048411904650784	0.03988969666805653	-0.2354859423598295	-0.018109580295576744	-0.273003892518564	-0.013711998786534507	-0.16594489213255775	0.06531884084506856	0.041608250872117614	0.05684638455652602	0.14780027186269606	-0.1892285921167125	-0.1876036386722344	-0.11669148161456855	0.1274880214601678
dmw=131	0.09764451532835572	0.15403582247938674	-0.29028297085029087	-0.062315653701517815	-0.18028816776229162	0.11535309669619453	-0.23743841856601355	0.16601155092976894	-0.18490255015220158	0.006435488406269119	0.014996041321806097	-0.23316811268350202	0.43022036649167084	-0.22541655128229632	-0.7242614787953832	-0.7184966881841459	0.07017237081609651
dmw=145	0.003060685023375087	0.05767436629979106	-0.02509252330910111	-0.009515361450271043	-0.021015032743750717	-0.012109920602660085	-0.1315448192789999	-0.04171575254781035	-0.05053441001693132	0.0433930991538187	-0.0941319164395521	0.024014704444088986	-0.10144715350350694	-0.032376397100751686	-0.24871098648103734	0.2028734255861776	0.2577864399615005
dmw=158	0.020202702573807185	0.034323435580496	-0.03463098225321137	-0.040372546743250526	0.0030287144223855034	-0.031466799929623535	-0.02564560162394902	0.01144349476134221	0.010713497998028232	0.05750061289641739	-0.023310806820627583	-0.015583139760232512	-0.27339849252033543	-0.00943089091207494	-0.19128278942084054	-0.868031665580603	-0.08946380797356912
dmw=266	-0.007779236101126708	0.0007542806987242082	-0.014629338655319134	-0.0152793826120663	-0.016993992544878215	-0.0156079513808228	-0.01667509268537532	-0.014034606108635935	0.18285407474517962	0.12256242110136412	-0.010853341489584195	0.04043750599527872	-0.009579521696963859	-0.018928749015792876	-0.018821499763530064	-0.018299057772058334	-0.0068411283547565455
dmw=300	0.0027656868706844584	0.02930695140007822	0.003225570554230006	0.04848562059855144	-0.0058145248452616816	0.047498327612977675	-0.03878535053894727	-0.05451996555411154	0.00375391521946844	0.02103291204647284	0.067215425777299	0.04898532678931089	-0.0577648175449873	0.009663524337937823	-0.05132300014365798	0.040691091122807554	-0.39703475958372303
dmw=325	-0.004120680608152627	0.024876694400708277	0.01872611446977468	-0.019853127635480528	-0.011039412705581397	0.03851683067672751	0.0007987902134130032	0.012948349486834876	-0.03814588579123557	-0.020117924561338763	0.0006105497263888537	0.017868744131147918	-0.15870572516488501	0.03070801897280051	0.019643040431203018	0.04954789509667501	0.12362977888758553
dmw=329	0.028172034770829413	0.017819469416416767	-0.06848841788334714	-0.06277229250533478	0.013299566260753237	-0.02918576290636854	0.06963258068564149	-0.0325453976875133	0.033865592216612894	-0.07014659558392988	-0.03008488654639796	-0.15081347057395422	0.058662235711065214	-0.017114599544688303	-0.05762686730353528	-0.06190645047963672	0.07283960562012848
dmw=330	-0.012640667227171332	-0.002224549749000604	0.05974351923807003	0.010163894827301567	-0.0568987945103388	0.3542796900989615	0.08995267720384392	-0.10845244009945659	-0.030686828117524545	0.28237407461061304	-0.09837894358274357	0.10432469102447761	0.041905572616524556	-0.27379196824735386	-0.4152421864825818	-0.20829496125877445	-0.20318280149332527
dmw=344	0.08521122269778225	0.1554774037254928	0.10327234971756749	0.01806068352115564	-0.43633598057681094	0.06572275421245233	-0.36519882653581665	-0.021794949775924	-0.318040524136399	0.1573464320239213	0.19310175502328486	0.02573978113997133	0.14044751224155172	-0.40208454189902904	-0.6600455090810047	-0.04246921119886049	0.08920657077458682
dmw=469	0.024992719610461567	0.047623506533841176	0.0024613809428223332	-0.14605432652531558	-0.04232064754183862	-0.0597128857979754	-0.0050323171208147555	-0.03352959763430585	0.05583040185707666	0.05589042009394796	0.042110173865867795	-0.05986183656506161	-0.07555384259685005	-0.04007008263537981	-0.4027964558175741	-0.619409693056252	0.055114128327763745
dmw=475	-0.010063683869029671	0.021377648233033453	0.06378931374988517	0.037947928181235824	-0.010414004735185722	0.05997379829527261	-0.13418184882661266	0.013370440992538368	0.01634689110095522	-0.07556068745827393	-0.3441607589317034	0.06182600791574511	-0.08178682759085365	0.0043632964537948515	-0.11657396849806823	0.05147525952148779	0.1280506141794906
dmw=485	0.003935275584699749	-0.013746177036768503	0.040277823988996264	-0.03545520410914155	-0.03680296976384334	-0.03743465025358106	0.026656622245858963	-0.06997419684923989	-0.06245803024588337	0.24458958532111896	-0.04698831571488238	0.15457382952122967	-0.007520170338383425	-0.00699669922928059	0.13132092297154918	-0.236663531983836	0.42120992087034187
dmw=486	-0.03514297546105493	-0.019285397876490994	0.05107039192255619	-0.050395127537780644	0.017772448390140916	0.029604154962604254	0.04236486363876059	0.0013836067566574684	0.0010377645265512853	0.06483025009122428	0.03953943226826331	0.0037129238562330497	0.04950086320120035	0.05568352263374439	0.16928526649173606	-0.10081202853889716	0.3150563062267504
dmw=487	0.004187542371111408	0.015025054631388923	0.0311976197240188	0.034748620593987756	-0.07700249252505476	0.11038638888897023	0.017489047178453343	-0.05971492147756474	0.0039019608859125476	0.16064445570114438	0.09544935820106437	-0.07270092232566816	-0.005629047007481236	-0.09675577419625836	0.03665113679665488	0.10255334267360772	-0.02236996832897309
dmw=499	0.014742521516027729	0.06299414781519086	-0.01595093596622632	-0.027225286721771158	-0.06492251358108159	-0.043526414874806796	-0.037707019778151496	-0.03695291805039547	-0.0597122997299126	0.07764607070140739	0.03688959476609682	-0.01300491432596873	-0.011172707125759296	-0.04817611570135055	0.037044352890886145	-0.5182988552965254	0.04337380642410821
dmw=521	0.0012802357075802906	0.021995350005942993	-0.007069100749869772	0.04073584495826055	0.016763330690429235	0.007367638712783564	0.01985036872434831	-0.02316607692856809	-0.0035355484113249736	-0.12849730917913293	-0.025382004261260693	0.03746339566843537	-0.12259970465357417	0.045634249248865166	-0.05411286162405904	-0.9528406113334671	-0.38188612319013093
dmw=527	0.00016553952463983649	0.0024937191642852093	-0.0031732841666167392	-0.0033159997680334485	-0.0036931470360961616	-0.00338819240355914	-0.003622923581494129	0.0063911211044244045	-0.003726615975096768	-0.0015238071128405872	-0.002347180257885879	-0.003280565718963766	-0.00206961084607329	-0.004119956423897746	-0.004096262645533667	-0.003980901355737842	-0.0014747970936173664
dmw=540	0.028406083623755962	0.10840694583040633	0.05855078407198688	0.020082330491460354	-0.16042011930000172	-0.021393605596339405	-0.3150884773107156	0.06960820332255879	-0.19877679686375627	0.205404039422736	0.1453079346211551	-0.11351202206553929	-0.038009746482346785	-0.0023835257970593604	0.04125744344168014	-0.3040644103521974	0.2681204665753379
dmw=561	0.011509958059195524	0.04383955711297083	-0.019366831064996703	-0.07982593628068646	-0.040264880554617855	-0.08218054730481439	-0.11287881975484182	-0.015390119532477597	-0.029907668968687018	0.26276128572042945	0.04017566132851025	0.04754430679184274	0.11102404474259164	0.05160453866168935	-0.20061199046194955	-0.12144372125740277	0.17036325107185257
dmw=579	0.002187963693465675	0.0027613546878911214	-0.009027768183720608	-0.009431292772411523	-0.010496641659061043	-0.009635334382039187	0.01911337456081595	0.017657031950897732	-0.010591111459322969	-0.004348398093185302	-0.006687786532022946	-0.00933112382500852	-0.005899947646717495	-0.011700483099851252	-0.011633703154677879	-0.01130847852348103	-0.00420892405604071
dmw=592	0.017089510935938357	0.05018712242599743	0.025836426875852525	0.031045533583717755	-0.08059897622797596	-0.02423280727161181	-0.10016828665987287	-0.0017390983579322894	-0.060546426268816234	0.11706178647193988	0.07253165056170985	0.05354981838416861	0.09888642322053498	-0.1534151276950111	-0.17903443136493047	0.0549468262167635	0.004594046616190117
dmw=593	0.0029728176515421145	0.07083404340623523	0.024681686308087314	-0.07584875647397721	-0.08044741197444766	-0.01049939725280069	0.004834001625540263	-0.07227191407082384	-0.09624640635010534	0.0037205032640499347	0.07741957185316217	0.01760244601731986	0.05201262164786463	-0.11089322531824386	0.057219991582394214	0.08119399637024693	0.10554012084134717
dmw=594	-0.003029748624916921	-0.001897455929281507	-0.016016292558899654	-0.016726918641496426	-0.002727882794463659	-0.017086075206498096	-0.018252404400631143	-0.015366054871384378	-0.018766923451754354	-0.007742858192960045	-0.011886625411462357	-0.016550558131045494	0.08950718094398535	0.1042852546868198	-0.0205975891598727	-0.020026853236844243	-0.007495327127605336
dmw=603	-0.00596172821856823	-0.004734109038162529	0.03143704009393811	-0.007339143641768724	-0.008170114770586453	-0.007498265205984898	-0.008015448743214889	-0.006736814840248416	-0.0082438202696108	-0.003379943117978427	-0.005201035523422779	0.031200506111832102	-0.0045875309421916175	-0.009109587371648364	0.11594254068269343	-0.008803613071934313	-0.0032714300246590644
dmw=641	0.09087738461008033	0.068116600490987	0.0853762137597236	0.0666629787256825	-0.22997900101149227	0.0750808267762394	-0.288795755774759	0.07338393405703247	-0.5279566699162808	0.11981690582855231	0.0992796369087463	-0.07062799704567035	0.05934112055264407	-0.012269634895899606	-0.8866890686733356	0.11622483323551469	0.2624689591390872
dmw=653	-0.023306280880280972	0.08760177702260274	0.036243161570167826	-0.06494633949472495	-0.11619610551372439	-0.08973343544201295	-0.013863750810238384	0.014836354309454736	-0.03098551311184028	0.26354327440618996	0.06300672545483121	-0.03378392836217503	0.10825674085520598	-0.14358241389688076	-0.8017544263433246	0.03617732184665079	-0.4255441736100334
dmw=678	-0.017064161635737207	0.039401354882780626	0.04689457335844038	0.10009802565023695	-0.007007684444272022	0.16777026222263813	-0.10279432148142986	-0.04220875004542213	-0.10706505619790074	0.17121846586605927	-0.0963302919881906	0.017001829208503794	-0.06834836792268528	-0.04030777228599691	-0.03598300436465918	-0.029317199635646052	-0.07301318000332963
