item,cluster,raw_fraction,residual,z_score,coverage,dmw_id,gene
dmw=10088,10,0.46808510638297873,-0.2623969369380471,-1.9002631781062351,47,dmw=10088,AT3G10900
dmw=10088,2,0.583710407239819,-0.20894343409801186,-1.4788217523536118,221,dmw=10088,AT3G10900
dmw=10088,13,0.5849056603773585,-0.19905017016851845,-1.4008206666573175,53,dmw=10088,AT3G10900
dmw=10088,12,0.5882352941176471,-0.15137854136004814,-1.0249650511120612,51,dmw=10088,AT3G10900
dmw=10205,7,0.3644578313253012,-0.3453057092236075,-2.5950601180823676,664,dmw=10205,AT3G12360
dmw=10205,13,0.391304347826087,-0.3230840225586708,-2.428705065536789,161,dmw=10205,AT3G12360
dmw=10222,7,0.44785276073619634,-0.27037454406273415,-2.6964401253823365,326,dmw=10222,AT3G12670
dmw=10319,6,0.07518796992481203,-0.5106725306922001,-2.064838320840145,133,dmw=10319,AT3G13510
dmw=10319,8,0.16981132075471697,-0.43532141252830436,-1.721093514519242,53,dmw=10319,AT3G13510
dmw=10319,14,0.26666666666666666,-0.39935703890470836,-1.5570273805727508,15,dmw=10319,AT3G13510
