item,cluster,raw_fraction,residual,z_score,coverage,dmw_id,gene
dmw=13925,4,0.0586145648312611,-0.22503894690301973,-1.9142227033514954,563,dmw=13925,AT4G02510
dmw=13925,4,0.0586145648312611,-0.22503894690301973,-1.9142227033514954,563,dmw=13925,AT4G02520
dmw=13925,13,0.09090909090909091,-0.21642768706574686,-1.846358580119323,132,dmw=13925,AT4G02510
dmw=13925,13,0.09090909090909091,-0.21642768706574686,-1.846358580119323,132,dmw=13925,AT4G02520
dmw=13925,6,0.12403100775193798,-0.16156492929252403,-1.4139929304076164,387,dmw=13925,AT4G02510
dmw=13925,6,0.12403100775193798,-0.16156492929252403,-1.4139929304076164,387,dmw=13925,AT4G02520
dmw=13925,8,0.1506849315068493,-0.15151339918880058,-1.3347782405107422,146,dmw=13925,AT4G02510
dmw=13925,8,0.1506849315068493,-0.15151339918880058,-1.3347782405107422,146,dmw=13925,AT4G02520
dmw=1398,16,0.6875,-0.2498051415113226,-3.0256622627013674,16,dmw=1398,AT1G18050
dmw=1398,9,0.7661691542288557,-0.16653813898700232,-1.8916198116011746,201,dmw=1398,AT1G18050
dmw=13983,4,0.2,-0.3179063311400521,-2.022798936187176,170,dmw=13983,AT4G03080
dmw=13983,6,0.2465753424657534,-0.2737124538483042,-1.7280786084464717,73,dmw=13983,AT4G03080
dmw=13984,13,0.4077669902912621,-0.26365563154704846,-2.4267761694733854,103,dmw=13984,AT4G03090
dmw=13984,4,0.44932432432432434,-0.19651857364881897,-1.7793259145822666,592,dmw=13984,AT4G03090
dmw=13984,10,0.4387755102040816,-0.1653838368353911,-1.4790715704556772,98,dmw=13984,AT4G03090
dmw=14011,8,0.48854961832061067,-0.28924566545559044,-2.0558621721121946,131,dmw=14011,AT4G03380
dmw=14011,13,0.5526315789473685,-0.22932685722426283,-1.572334650859452,152,dmw=14011,AT4G03380
dmw=14035,12,0.7529411764705882,-0.1267117474432784,-2.549673559693571,85,dmw=14035,AT4G03740
dmw=14036,12,0.6779661016949152,-0.22071272288257537,-2.902453385320527,118,dmw=14036,AT4G03740
dmw=14036,16,0.7086614173228346,-0.1630854674729545,-2.124447571337929,127,dmw=14036,AT4G03740
dmw=14062,9,0.6927899686520376,-0.11503367878990756,-1.6287629026250878,319,dmw=14062,AT4G03930
dmw=14062,11,0.7714285714285715,-0.10792303483855836,-1.497249072725774,105,dmw=14062,AT4G03930
dmw=14062,13,0.7965116279069767,-0.08664461823529568,-1.103697366180652,172,dmw=14062,AT4G03930
dmw=14062,6,0.7856272838002436,-0.08633190646354527,-1.0979136533356721,821,dmw=14062,AT4G03930
dmw=14094,0,0.375,-0.1508477109721712,-1.389587055740019,944,dmw=14094,AT4G04330
dmw=14094,11,0.41379310344827586,-0.13227520122365782,-1.2769927910692331,29,dmw=14094,AT4G04330
dmw=14094,7,0.43175487465181056,-0.11773248095610817,-1.1888287832420865,359,dmw=14094,AT4G04330
dmw=14094,1,0.38540478905359177,-0.09998634850554061,-1.081244360830788,877,dmw=14094,AT4G04330
dmw=14117,1,0.04714201532115498,-0.08715186638838249,-1.0613149356692055,1697,dmw=14117,AT4G04570
dmw=14117,6,0.07190635451505016,-0.08410947126084285,-1.0418434650292099,598,dmw=14117,AT4G04570
dmw=14117,10,0.05472636815920398,-0.07815655716701253,-1.0037445373287268,201,dmw=14117,AT4G04570
dmw=14118,9,0.4603174603174603,-0.3721030440204898,-2.993994085350639,63,dmw=14118,AT4G04580
dmw=14118,12,0.6575342465753424,-0.2173340685966404,-1.643678264447089,73,dmw=14118,AT4G04580
dmw=14119,14,0.5,-0.26029491546251415,-1.95738815943986,10,dmw=14119,AT4G04605
dmw=14119,4,0.5064102564102564,-0.18385952299440778,-1.3933727769540916,156,dmw=14119,AT4G04605
dmw=14119,13,0.5483870967741935,-0.1656742488471884,-1.2591839669989093,31,dmw=14119,AT4G04605
dmw=14119,6,0.5376344086021505,-0.15467124353911688,-1.1779929892733174,93,dmw=14119,AT4G04605
dmw=14120,11,0.5566037735849056,-0.2476928760698458,-2.5189186430919017,106,dmw=14120,AT4G04610
dmw=14120,2,0.6075268817204301,-0.21032417259939873,-2.0931407145560397,558,dmw=14120,AT4G04610
dmw=14120,15,0.7076923076923077,-0.1296545890905444,-1.1739938089264612,65,dmw=14120,AT4G04610
dmw=14134,6,0.28169014084507044,-0.46948128798929817,-2.096449310243126,142,dmw=14134,AT4G04745
dmw=14134,13,0.35365853658536583,-0.4164883247894118,-1.8306080454383253,82,dmw=14134,AT4G04745
dmw=14134,8,0.35365853658536583,-0.41216718711352884,-1.808930889910724,82,dmw=14134,AT4G04745
dmw=14134,4,0.46551724137931033,-0.28386680727364394,-1.1653070351185368,174,dmw=14134,AT4G04745
dmw=14138,15,0.09090909090909091,-0.21144188280190354,-1.5911550440679567,11,dmw=14138,AT4G04790
dmw=14138,8,0.05660377358490566,-0.20276160531763365,-1.5167967191216685,53,dmw=14138,AT4G04790
dmw=14143,6,0.03211009174311927,-0.34059235149483524,-1.7695093103805801,218,dmw=14143,AT4G04840
dmw=14143,8,0.08,-0.31159293089806595,-1.6270760948909988,100,dmw=14143,AT4G04840
dmw=14151,9,0.5700934579439252,-0.11231617727894794,-2.1283077810366575,107,dmw=14151,AT4G04890
dmw=14151,1,0.6910069177555727,-0.05396869923190839,-1.277101427318946,1301,dmw=14151,AT4G04890
dmw=14172,13,0.21052631578947367,-0.4559637990730856,-2.180499254672602,19,dmw=14172,AT4G04957
dmw=14172,10,0.3333333333333333,-0.2654870946395818,-1.2216601232216568,42,dmw=14172,AT4G04957
dmw=14172,4,0.38349514563106796,-0.25723672017241966,-1.180128630371829,206,dmw=14172,AT4G04957
dmw=14187,6,0.38443935926773454,-0.3899051062007761,-2.30741175220356,437,dmw=14187,AT4G05040
dmw=14187,4,0.44297082228116713,-0.329702344515551,-1.9292196873751724,754,dmw=14187,AT4G05040
dmw=14187,13,0.5897435897435898,-0.2022983819866747,-1.1288715586955653,195,dmw=14187,AT4G05040
dmw=1424,11,0.36486486486486486,-0.1821512452033079,-1.5760865270841418,74,dmw=1424,AT1G18450
dmw=1424,6,0.3482142857142857,-0.1819268562348787,-1.5738749292811376,336,dmw=1424,AT1G18450
dmw=1424,8,0.3829787234042553,-0.1670360154367101,-1.4271094665016917,94,dmw=1424,AT1G18450
dmw=14249,9,0.6977777777777778,-0.08257358849229346,-1.8009049194806974,225,dmw=14249,AT4G06479
dmw=14249,12,0.7701149425287356,-0.06323284232007342,-1.3893133856345259,87,dmw=14249,AT4G06479
dmw=14249,16,0.7413793103448276,-0.05167002759523198,-1.1432444591412776,58,dmw=14249,AT4G06479
dmw=14249,11,0.8099173553719008,-0.05041932809684113,-1.1166282510415753,121,dmw=14249,AT4G06479
dmw=14280,16,0.6858974358974359,-0.13393901602263147,-3.0548557390600295,156,dmw=14280,AT4G06526
dmw=14280,11,0.8090909090909091,-0.07064418504847458,-1.6392825235099773,220,dmw=14280,AT4G06526
dmw=1435,7,0.36908517350157727,-0.2732295355460235,-2.3042518802879672,317,dmw=1435,AT1G18550
dmw=1435,1,0.43982494529540483,-0.1415385425342085,-1.483428843768734,914,dmw=1435,AT1G18550
dmw=1435,0,0.5015673981191222,-0.11861166728668393,-1.340526835604194,957,dmw=1435,AT1G18550
dmw=14372,9,0.7614035087719299,-0.05537466438975014,-1.7360686633520381,285,dmw=14372,AT4G05205
dmw=14372,9,0.7614035087719299,-0.05537466438975014,-1.7360686633520381,285,dmw=14372,AT4G06643
dmw=14396,9,0.7210526315789474,-0.10150961697625094,-2.800604127885414,190,dmw=14396,AT4G06688
dmw=14397,16,0.6666666666666666,-0.17866161758680665,-3.35230124483046,60,dmw=14397,AT4G06688
dmw=14398,16,0.7158469945355191,-0.11609455742676755,-2.716371328692057,183,dmw=14398,AT4G06688
dmw=14398,9,0.7487684729064039,-0.07232309057380137,-1.768528004571916,406,dmw=14398,AT4G06688
dmw=14449,9,0.5698324022346368,-0.2300637446362792,-3.1376594383893677,358,dmw=14449,AT4G07524
dmw=14449,16,0.6774193548387096,-0.1343174636564537,-1.8425105431973492,186,dmw=14449,AT4G07524
dmw=14492,9,0.6876640419947506,-0.11431626681059393,-2.3026350622298,381,dmw=14492,AT4G07932
dmw=14492,16,0.7066666666666667,-0.10705970746873883,-2.169874777058477,225,dmw=14492,AT4G07932
dmw=145,0,0.10059880239520957,-0.13364237940734428,-1.6184775007558605,835,dmw=145,AT1G03140
dmw=145,1,0.10290556900726393,-0.10354559952682658,-1.388432935634636,826,dmw=145,AT1G03140
dmw=145,10,0.10714285714285714,-0.09731828715750092,-1.3408345091065252,56,dmw=145,AT1G03140
dmw=145,12,0.1388888888888889,-0.07330544144969775,-1.157292460086508,36,dmw=145,AT1G03140
dmw=145,3,0.21717171717171718,-0.058392372254135017,-1.0433045008651063,198,dmw=145,AT1G03140
dmw=1450,7,0.41812865497076024,-0.2778336877546004,-2.3616687553477163,342,dmw=1450,AT1G18660
dmw=1450,13,0.45,-0.2507143577863477,-2.1132231230394245,140,dmw=1450,AT1G18660
dmw=14528,8,0.5,-0.15240667084620185,-1.247978800308078,150,dmw=14528,AT4G08180
dmw=14528,14,0.56,-0.14950722792001592,-1.2182476313027741,25,dmw=14528,AT4G08180
dmw=14528,7,0.5243055555555556,-0.1284851074103477,-1.0026847684927862,288,dmw=14528,AT4G08180
dmw=14528,13,0.5294117647058824,-0.12847398154237055,-1.0025706827633616,119,dmw=14528,AT4G08180
dmw=14538,11,0.1791044776119403,-0.2630679745428316,-2.8609367733846787,67,dmw=14538,AT4G08280
dmw=14538,4,0.32053742802303264,-0.10262601959120721,-1.159255341423518,521,dmw=14538,AT4G08280
dmw=14546,11,0.3076923076923077,-0.22958633331334832,-2.4128284262575517,26,dmw=14546,AT4G08310
dmw=14546,13,0.37037037037037035,-0.17593455748479514,-1.8525681786873993,27,dmw=14546,AT4G08310
dmw=14575,7,0.1446028513238289,-0.23364653013158723,-2.406800080734113,491,dmw=14575,AT4G08470
dmw=14575,10,0.18493150684931506,-0.13236420155949433,-1.397694066317089,146,dmw=14575,AT4G08470
dmw=14615,13,0.2788104089219331,-0.10770483593989721,-1.2581415395662099,269,dmw=14615,AT4G08850
dmw=14615,4,0.25604297224709044,-0.10385780041279014,-1.216377887098104,1117,dmw=14615,AT4G08850
dmw=14615,6,0.2585969738651995,-0.10350442700184875,-1.2125416437824297,727,dmw=14615,AT4G08850
dmw=14615,7,0.28858218318695106,-0.09259798994967938,-1.0941406975206727,797,dmw=14615,AT4G08850
dmw=14615,10,0.22981366459627328,-0.09018362079984316,-1.0679301586803147,161,dmw=14615,AT4G08850
dmw=14616,6,0.0759493670886076,-0.06516928938582058,-1.1392115027858591,395,dmw=14616,AT4G08850
dmw=14616,8,0.08860759493670886,-0.06249101136300131,-1.1027412998792103,158,dmw=14616,AT4G08850
dmw=14653,13,0.21674876847290642,-0.34596707627346496,-2.278051136107916,203,dmw=14653,AT4G09150
dmw=14666,3,0.04470588235294118,-0.09945214718119619,-1.33845108542001,425,dmw=14666,AT4G09500
dmw=14666,7,0.04,-0.08965619560716034,-1.2416969055307114,400,dmw=14666,AT4G09500
dmw=14666,1,0.020833333333333332,-0.0824694699788562,-1.170713934759502,1248,dmw=14666,AT4G09500
dmw=14666,0,0.03903477643718949,-0.08026072442733598,-1.1488982527600216,1409,dmw=14666,AT4G09500
dmw=14719,14,0.6363636363636364,-0.24938589263216737,-1.8287693986599318,11,dmw=14719,AT4G10020
dmw=14719,14,0.6363636363636364,-0.24938589263216737,-1.8287693986599318,11,dmw=14719,AT4G05755
dmw=14719,6,0.6455696202531646,-0.2005733629016826,-1.4318357503101904,158,dmw=14719,AT4G10020
dmw=14719,6,0.6455696202531646,-0.2005733629016826,-1.4318357503101904,158,dmw=14719,AT4G05755
dmw=14733,1,0.08854166666666667,-0.2556943453968141,-2.127998656616982,768,dmw=14733,AT4G10120
dmw=14733,0,0.1694915254237288,-0.21216140455623672,-1.8740015400646186,767,dmw=14733,AT4G10120
dmw=14733,12,0.2631578947368421,-0.08895349252078372,-1.1551331661579218,38,dmw=14733,AT4G10120
dmw=14734,1,0.136,-0.2062488071626833,-1.9785506498607046,500,dmw=14734,AT4G10120
dmw=14734,0,0.24025974025974026,-0.1393150116041069,-1.5206274520808445,462,dmw=14734,AT4G10120
dmw=14783,6,0.2714285714285714,-0.25298464962689854,-1.463946630521541,210,dmw=14783,AT4G10603
dmw=14783,8,0.30985915492957744,-0.23446169201810324,-1.3517537497816803,71,dmw=14783,AT4G10603
dmw=14792,13,0.08695652173913043,-0.09987831541868705,-1.2142167206475927,23,dmw=14792,AT4G10695
dmw=14792,8,0.10465116279069768,-0.07852713297543663,-1.0377709441997476,86,dmw=14792,AT4G10695
dmw=14793,14,0.46153846153846156,-0.32694786185697644,-1.9931853730352624,39,dmw=14793,AT4G10695
dmw=14793,13,0.49295774647887325,-0.25291501288996154,-1.515876109607735,142,dmw=14793,AT4G10695
dmw=14793,8,0.5361702127659574,-0.20507838692923153,-1.2074607909922472,235,dmw=14793,AT4G10695
dmw=14793,6,0.5295169946332737,-0.19609036907846966,-1.1495126741781552,559,dmw=14793,AT4G10695
dmw=14797,13,0.5862068965517241,-0.225796930590214,-2.490885918195591,58,dmw=14797,AT4G10760
dmw=14797,11,0.7090909090909091,-0.09729933995827778,-1.0620430229744697,55,dmw=14797,AT4G10760
dmw=14805,8,0.4782608695652174,-0.34416483168130696,-3.0745032094795754,69,dmw=14805,AT4G10890
dmw=14805,4,0.6591928251121076,-0.14977386424607197,-1.3746008650661838,223,dmw=14805,AT4G10890
dmw=14805,6,0.7031963470319634,-0.10724027460572694,-1.0026548343431836,219,dmw=14805,AT4G10890
dmw=1481,9,0.5915492957746479,-0.21469859657457946,-2.929128418152302,142,dmw=1481,AT1G19110
dmw=1481,12,0.7358490566037735,-0.11831469759395608,-1.4085071722984628,106,dmw=1481,AT1G19110
dmw=1488,13,0.5178571428571429,-0.28574913600181906,-2.3948657978528582,56,dmw=1488,AT1G19220
dmw=1488,14,0.6923076923076923,-0.14632552103373764,-1.1967778661019342,26,dmw=1488,AT1G19220
dmw=1488,4,0.6537216828478964,-0.13130052544428772,-1.067665836590636,309,dmw=1488,AT1G19220
dmw=14884,7,0.27983539094650206,-0.28665655523304984,-2.7970172455352778,243,dmw=14884,AT4G11820
dmw=14884,13,0.43478260869565216,-0.13724054809397995,-1.4043067768319935,46,dmw=14884,AT4G11820
dmw=14884,10,0.39344262295081966,-0.10613493005136371,-1.1143705061945643,61,dmw=14884,AT4G11820
dmw=14900,7,0.34574468085106386,-0.373820174506107,-3.495300341634255,188,dmw=14900,AT4G11920
dmw=14917,8,0.38764044943820225,-0.16353016300808149,-2.2077834845988122,178,dmw=14917,AT4G12040
dmw=14917,13,0.45901639344262296,-0.09814589562716697,-1.2580767985344632,183,dmw=14917,AT4G12040
dmw=14917,4,0.43201754385964913,-0.0969107275606172,-1.240135978545129,912,dmw=14917,AT4G12040
dmw=14917,7,0.4602941176470588,-0.0912954564562804,-1.1585741483760377,680,dmw=14917,AT4G12040
dmw=14932,0,0.26574307304785894,-0.08770623981049819,-1.4069211310749603,794,dmw=14932,AT4G12460
dmw=14932,1,0.23425414364640884,-0.08312409132247284,-1.358571497708602,905,dmw=14932,AT4G12460
dmw=14932,3,0.3403141361256545,-0.06437401993803166,-1.1607256445242466,191,dmw=14932,AT4G12460
dmw=14954,13,0.0948905109489051,-0.20216392780414538,-1.6238793590358862,137,dmw=14954,AT4G12690
dmw=14954,7,0.13526570048309178,-0.15710001798202916,-1.3007743463638621,414,dmw=14954,AT4G12690
dmw=14973,0,0.18993839835728954,-0.08989322482162193,-1.9594739272483932,1948,dmw=14973,AT4G12810
dmw=1498,14,0.5238095238095238,-0.19916731947755806,-1.4654909813434314,21,dmw=1498,AT1G19370
dmw=1498,6,0.45027624309392267,-0.19900917814640862,-1.4642370642311824,362,dmw=1498,AT1G19370
dmw=1498,8,0.4954954954954955,-0.17178684554546014,-1.2483886934380737,111,dmw=1498,AT1G19370
dmw=1498,4,0.4884910485933504,-0.15861894734374665,-1.14397922143308,391,dmw=1498,AT1G19370
dmw=1499,14,0.1,-0.46681152305856954,-2.6423239215235723,10,dmw=1499,AT1G05503
dmw=1499,8,0.3010752688172043,-0.20029893461728882,-1.1204923919152274,93,dmw=1499,AT1G05503
dmw=1499,4,0.2865853658536585,-0.19241142957863555,-1.0754534167284628,328,dmw=1499,AT1G05503
dmw=15018,7,0.036231884057971016,-0.16368571585847483,-1.5110560821527106,138,dmw=15018,AT4G13410
dmw=15018,0,0.05555555555555555,-0.12958113403446114,-1.2907493357862052,540,dmw=15018,AT4G13410
dmw=15018,12,0.041666666666666664,-0.12503875233168443,-1.26140672901104,72,dmw=15018,AT4G13410
dmw=15018,1,0.064891846921797,-0.09704851328703465,-1.0805970499547906,601,dmw=15018,AT4G13410
dmw=15021,13,0.15,-0.4625890466946765,-2.2526511898450137,160,dmw=15021,AT4G13420
dmw=15021,4,0.2845117845117845,-0.30074655855910937,-1.5075315165793453,594,dmw=15021,AT4G13420
dmw=15021,6,0.36231884057971014,-0.22525320732039705,-1.159961593151076,345,dmw=15021,AT4G13420
dmw=15022,4,0.6167247386759582,-0.21338215212019884,-2.145137599947387,287,dmw=15022,AT4G13420
dmw=15022,16,0.6153846153846154,-0.15120464723945437,-1.4594332642438304,13,dmw=15022,AT4G13420
dmw=15026,12,0.14285714285714285,-0.22719297785080905,-1.4164401088531833,14,dmw=15026,AT4G13495
dmw=15026,7,0.23178807947019867,-0.19141152608108916,-1.2615970868249249,151,dmw=15026,AT4G13495
dmw=15027,14,0.21875,-0.38967529840385395,-3.2853099440014994,32,dmw=15027,AT4G06085
dmw=15033,1,0.1703056768558952,-0.23439751997267388,-1.8827426125637587,229,dmw=15033,AT4G13575
dmw=15033,0,0.2734375,-0.17080265062874267,-1.5481493547574987,256,dmw=15033,AT4G13575
dmw=15033,7,0.3472222222222222,-0.12060866197911507,-1.2840624817466963,72,dmw=15033,AT4G13575
dmw=15077,13,0.12727272727272726,-0.17117403717680246,-1.7728343132280817,55,dmw=15077,AT4G13992
dmw=15077,4,0.11326860841423948,-0.16190779477812178,-1.663840004042172,309,dmw=15077,AT4G13992
dmw=15077,11,0.14864864864864866,-0.14224136777921306,-1.4325133742524765,74,dmw=15077,AT4G13992
dmw=15083,0,0.3198959687906372,-0.1403086608559425,-1.903526201306581,769,dmw=15083,AT4G14100
dmw=15083,0,0.3198959687906372,-0.1403086608559425,-1.903526201306581,769,dmw=15083,AT4G14090
dmw=15083,7,0.36860068259385664,-0.11530428994183728,-1.6906932403159323,293,dmw=15083,AT4G14100
dmw=15083,7,0.36860068259385664,-0.11530428994183728,-1.6906932403159323,293,dmw=15083,AT4G14090
dmw=15083,1,0.3194842406876791,-0.1008371810920235,-1.5675516654266017,698,dmw=15083,AT4G14100
dmw=15083,1,0.3194842406876791,-0.1008371810920235,-1.5675516654266017,698,dmw=15083,AT4G14090
dmw=15116,0,0.6521394611727417,-0.0991085973358693,-2.060067284106998,1262,dmw=15116,AT4G14340
dmw=15116,1,0.6508585445625511,-0.0689161992106847,-1.7002210010319512,1223,dmw=15116,AT4G14340
dmw=15116,3,0.736231884057971,-0.05348548599830383,-1.516310972698012,345,dmw=15116,AT4G14340
dmw=15117,0,0.44994617868675996,-0.11261672726552169,-1.855640991962892,929,dmw=15117,AT4G14340
dmw=15117,1,0.44881889763779526,-0.07357482866135168,-1.4126078209506931,889,dmw=15117,AT4G14340
dmw=15117,12,0.4666666666666667,-0.0643776228822116,-1.3082412971272606,90,dmw=15117,AT4G14340
dmw=15129,12,0.4715447154471545,-0.22437079417939954,-1.9497132503055856,123,dmw=15129,AT4G14390
dmw=15129,10,0.47368421052631576,-0.2122178215512141,-1.8510178970339874,133,dmw=15129,AT4G14390
dmw=15137,13,0.2361111111111111,-0.4851549705023764,-1.8969924981662383,144,dmw=15137,AT4G14548
dmw=15137,6,0.2729528535980149,-0.4268752709474649,-1.6381760448096483,403,dmw=15137,AT4G14548
dmw=15137,8,0.2976190476190476,-0.41874539237581604,-1.6020717691492812,168,dmw=15137,AT4G14548
dmw=15137,4,0.32123411978221417,-0.37658617981846576,-1.4148453772198044,551,dmw=15137,AT4G14548
dmw=15166,7,0.40119760479041916,-0.1816693813811327,-1.7565131937633744,167,dmw=15166,AT4G14815
dmw=15166,5,0.44,-0.17712316681655954,-1.707799831866778,75,dmw=15166,AT4G14815
dmw=15166,13,0.4358974358974359,-0.15244365573256002,-1.443355218047982,39,dmw=15166,AT4G14815
dmw=15167,13,0.10810810810810811,-0.41612422200374033,-2.4853790938056477,111,dmw=15167,AT4G14820
dmw=15167,7,0.23696682464454977,-0.28163643925711845,-1.6479249194637167,211,dmw=15167,AT4G14820
dmw=1518,6,0.27884615384615385,-0.338094168352843,-2.2008976125529967,520,dmw=1518,AT1G19750
dmw=1518,13,0.40559440559440557,-0.23566912551181424,-1.572908490038083,143,dmw=1518,AT1G19750
dmw=1518,8,0.45248868778280543,-0.1831769837116815,-1.2510683115657428,221,dmw=1518,AT1G19750
dmw=15191,7,0.11618257261410789,-0.2397339992490091,-2.4910590786418223,723,dmw=15191,AT4G14980
dmw=15191,10,0.15897435897435896,-0.1378691897340839,-1.4746607839348975,195,dmw=15191,AT4G14980
dmw=15212,16,0.6986301369863014,-0.181614251902661,-2.4795476705201875,73,dmw=15212,AT4G15180
dmw=15212,9,0.7086092715231788,-0.16342392497615643,-2.208800527162519,151,dmw=15212,AT4G15180
dmw=15212,12,0.8026315789473685,-0.10295361380302137,-1.3087527119569424,76,dmw=15212,AT4G15180
dmw=15254,6,0.609375,-0.16678220319634163,-1.7371117252120165,192,dmw=15254,AT4G15540
dmw=15254,4,0.6123348017621145,-0.1621606187643071,-1.6932496131123038,227,dmw=15254,AT4G15540
dmw=15271,10,0.11428571428571428,-0.19507973150599484,-1.4437659796766458,140,dmw=15271,AT4G15760
dmw=15271,6,0.1653290529695024,-0.18546325741693426,-1.3532410093932652,623,dmw=15271,AT4G15760
dmw=15271,15,0.2375,-0.18259168059890285,-1.3262093339879886,80,dmw=15271,AT4G15760
dmw=15271,4,0.19458544839255498,-0.1540374014704135,-1.0574127620188163,591,dmw=15271,AT4G15760
dmw=15272,13,0.0,-0.12221289325877088,-1.3421518328316164,32,dmw=15272,AT4G15765
dmw=15272,8,0.0,-0.1196349986298096,-1.3185133746291782,87,dmw=15272,AT4G15765
dmw=15272,6,0.02100840336134454,-0.09045193339623137,-1.0509141252289311,238,dmw=15272,AT4G15765
dmw=15341,14,0.36046511627906974,-0.1700615610637476,-2.0514156118071853,86,dmw=15341,AT4G16380
dmw=15341,7,0.31101511879049676,-0.1541900632571524,-1.8698123983439172,463,dmw=15341,AT4G16380
dmw=15343,7,0.46534653465346537,-0.08070161823276983,-1.4507912331916828,505,dmw=15343,AT4G16420
dmw=15343,3,0.5119305856832972,-0.06435469698597995,-1.2492324819745286,461,dmw=15343,AT4G16420
dmw=15343,1,0.42614840989399294,-0.055775553706705505,-1.1434510091346097,1415,dmw=15343,AT4G16420
dmw=15343,0,0.46902017291066284,-0.05336473081137699,-1.1137253840549906,1388,dmw=15343,AT4G16420
dmw=15349,13,0.17549668874172186,-0.24959075953590482,-2.477172236279645,604,dmw=15349,AT4G16480
dmw=15349,4,0.2767915844838922,-0.12074648451503989,-1.09775461559747,1521,dmw=15349,AT4G16480
dmw=15356,10,0.0875,-0.23910721980312086,-1.4492021765779812,80,dmw=15356,AT4G06405
dmw=15356,8,0.16326530612244897,-0.2246646441161165,-1.3617639649323299,98,dmw=15356,AT4G06405
dmw=15356,7,0.22142857142857142,-0.16690361529598652,-1.012067264544627,140,dmw=15356,AT4G06405
dmw=15374,13,0.6883116883116883,-0.13059213357039345,-1.9717589415274936,154,dmw=15374,AT4G16857
dmw=15374,4,0.6928783382789317,-0.1085312420554072,-1.644692507162976,674,dmw=15374,AT4G16857
dmw=15374,10,0.6970802919708029,-0.07447924332517408,-1.1398504521573236,274,dmw=15374,AT4G16857
dmw=15378,4,0.56,-0.13463572153759285,-1.5605358882096227,325,dmw=15378,AT4G16890
dmw=15378,9,0.4594594594594595,-0.126905579816825,-1.4662126903006139,37,dmw=15378,AT4G16890
dmw=15378,10,0.5333333333333333,-0.12229954980413682,-1.410009906942269,60,dmw=15378,AT4G16890
dmw=15378,6,0.5750798722044729,-0.12157563587676734,-1.4011767083921165,313,dmw=15378,AT4G16890
dmw=15384,4,0.07214428857715431,-0.08702287224083465,-1.0444261800445955,499,dmw=15384,AT4G16990
dmw=15384,8,0.08695652173913043,-0.08456547216206889,-1.032507550446332,161,dmw=15384,AT4G16990
dmw=15384,1,0.05731080088170463,-0.08089926979127751,-1.0147261120605706,1361,dmw=15384,AT4G16990
dmw=15395,7,0.06862745098039216,-0.1761125431042299,-1.5993638140520163,918,dmw=15395,AT4G17090
dmw=15395,0,0.10982874162323157,-0.11775906739976512,-1.2527281104496686,2686,dmw=15395,AT4G17090
dmw=15395,1,0.09544049459041731,-0.10494009430983611,-1.1765798827246983,2588,dmw=15395,AT4G17090
dmw=15395,12,0.1254355400696864,-0.08056317461898388,-1.0317742716332245,287,dmw=15395,AT4G17090
dmw=15444,11,0.20512820512820512,-0.3831902367620413,-2.8635517053020965,39,dmw=15444,AT4G17610
dmw=15444,16,0.3103448275862069,-0.1602725889833445,-1.0977303231573476,29,dmw=15444,AT4G17610
dmw=15517,7,0.18625277161862527,-0.2895744351204532,-2.1522345134375307,451,dmw=15517,AT4G18700
dmw=15517,10,0.3,-0.10950576577535254,-1.064128437106295,70,dmw=15517,AT4G18700
dmw=15529,8,0.0,-0.16376661703726245,-1.7664665102523092,53,dmw=15529,AT4G18830
dmw=15529,8,0.0,-0.16376661703726245,-1.7664665102523092,53,dmw=15529,AT4G18840
dmw=15529,6,0.01935483870967742,-0.1337460184684449,-1.5111452197277797,155,dmw=15529,AT4G18830
dmw=15529,6,0.01935483870967742,-0.1337460184684449,-1.5111452197277797,155,dmw=15529,AT4G18840
dmw=15529,4,0.03664921465968586,-0.11521879253011812,-1.353573570196228,191,dmw=15529,AT4G18830
dmw=15529,4,0.03664921465968586,-0.11521879253011812,-1.353573570196228,191,dmw=15529,AT4G18840
dmw=15533,8,0.025,-0.3382724652573425,-1.6324261820151773,80,dmw=15533,AT4G18970
dmw=15533,6,0.03968253968253968,-0.305290979863894,-1.4617240815593378,252,dmw=15533,AT4G18970
dmw=15533,4,0.05597964376590331,-0.2868413984996375,-1.3662346803441006,393,dmw=15533,AT4G18970
dmw=15533,13,0.09210526315789473,-0.2767951246177361,-1.3142382334607268,76,dmw=15533,AT4G18970
dmw=15534,13,0.008333333333333333,-0.38413581847043404,-1.5209263269685664,120,dmw=15534,AT4G18970
dmw=15534,6,0.02576112412177986,-0.3421436406122772,-1.3231127543559515,427,dmw=15534,AT4G18970
dmw=15534,4,0.026272577996715927,-0.33941650813435165,-1.3102659851250589,609,dmw=15534,AT4G18970
dmw=15534,14,0.11363636363636363,-0.3370644446584761,-1.2991860625559988,88,dmw=15534,AT4G18970
dmw=15534,8,0.07009345794392523,-0.3166085278590186,-1.2028238782264453,214,dmw=15534,AT4G18970
dmw=15534,5,0.12840466926070038,-0.29307515962338593,-1.0919646686369036,257,dmw=15534,AT4G18970
dmw=15535,4,0.7379032258064516,-0.1376476359383677,-2.1537079105466916,248,dmw=15535,AT4G18975
dmw=15535,6,0.7490196078431373,-0.12756700617586236,-1.9904109678834183,255,dmw=15535,AT4G18975
dmw=15535,13,0.8169014084507042,-0.07052983891239417,-1.0664612492913073,71,dmw=15535,AT4G18975
dmw=15577,12,0.6124567474048442,-0.23574000057539635,-3.13137846553663,289,dmw=15577,AT4G19270
